6505848825	8544854300	1	
6507549292	7005509332	1	
6602493276	55500499500	1	
6602536293	7005509332	1	
6603419344	7201477470	1	
6603419344	39863576100	1	
6603858126	7501903821	1	
7003765725	8544854300	1	
7102657559	7201363666	1	
7102657559	23866118600	1	
7201363666	23866118600	1	
7201477470	39863576100	1	
35602549900	55636320635	1	
6505848825	7003765725	0	
6505848825	7004219172	0	
6506323532	6603858126	0	
6507549292	6603419344	0	
6507549292	7201477470	0	
6507549292	39863576100	0	
6602493276	6603858126	0	
6602493276	36875904800	0	
6603419344	7005509332	0	
6603419344	7102657559	0	
6603419344	7201363666	0	
7005509332	7201477470	0	
7005509332	39863576100	0	
35361856800	35602549900	0	
36875904800	55500499500	0	
