6503847741	1	
6503859081	2	
6503902387	3	
6503902603	4	
6503913524	4	
6503918629	4	
6503923072	4	
6503931047	4	
6503934477	5	
6503944530	4	
6504003856	6	
6504033240	4	
6504044810	7	
6504054103	8	
6504063605	4	
6504066604	9	
6504067096	10	
6504081296	11	
6504081932	4	
6504083123	4	
6504084248	12	
6504085580	13	
6504097703	4	
6504097856	14	
6504126633	15	
6504135941	4	
6504150258	4	
6504152134	16	
6504155459	4	
6504167096	17	
6504212860	18	
6504229027	4	
6504241661	19	
6504254763	20	
6504258105	21	
6504271247	22	
6504298432	4	
6504312728	23	
6504317598	24	
6504335239	25	
6504366090	4	
6504369626	4	
6504375614	4	
6504381222	4	
6504411771	4	
6504415570	4	
6504421134	26	
6504447524	27	
6504458253	28	
6504478474	29	
6504505006	30	
6504509782	24	
6504516207	4	
6504551749	4	
6504564212	4	
6504591473	31	
6504601211	4	
6504621548	4	
6504631937	4	
6504639076	29	
6504641861	4	
6504645280	4	
6504660132	4	
6504668527	32	
6504670173	33	
6504670520	34	
6504678167	35	
6504683206	36	
6504714355	37	
6504714877	4	
6504720954	38	
6504743097	4	
6504746097	39	
6504789960	40	
6504818775	4	
6505464248	41	
6505513331	42	
6505536025	43	
6505577182	44	
6505578428	21	
6505581781	45	
6505583757	4	
6505585036	12	
6505587849	4	
6505615055	46	
6505618466	4	
6505630924	4	
6505653072	4	
6505665816	47	
6505675588	27	
6505688051	48	
6505709014	4	
6505748691	4	
6505758328	49	
6505763173	50	
6505764393	27	
6505770560	4	
6505781601	4	
6505783558	4	
6505785455	51	
6505786969	52	
6505788589	53	
6505793874	4	
6505794181	54	
6505798380	4	
6505808169	4	
6505808184	55	
6505810109	4	
6505815352	4	
6505818679	4	
6505827870	4	
6505832175	4	
6505832991	4	
6505841734	4	
6505845669	4	
6505848825	4	
6505852341	4	
6505854771	4	
6505858181	56	
6505863358	4	
6505874971	4	
6505874994	4	
6505881600	4	
6505888109	57	
6505890239	58	
6505891130	4	
6505891941	59	
6505894442	4	
6505895841	60	
6505897288	61	
6505898127	62	
6505899624	4	
6505904119	4	
6505904983	4	
6505906377	4	
6505907598	38	
6505911654	63	
6505913460	4	
6505917439	64	
6505918827	65	
6505920337	66	
6505921309	57	
6505934090	4	
6505935822	67	
6505936185	4	
6505939370	68	
6505941295	69	
6505942120	70	
6505943257	4	
6505947062	4	
6505948594	12	
6505949448	4	
6505954884	47	
6505960456	4	
6505960565	71	
6505961491	24	
6505962984	4	
6505964096	4	
6505964608	72	
6505966221	4	
6505973424	4	
6505978123	4	
6505982552	73	
6505989773	4	
6505991324	4	
6505991562	4	
6505996138	16	
6505996343	4	
6505996350	74	
6505997531	75	
6505999094	4	
6506002493	76	
6506003591	77	
6506008729	51	
6506010108	4	
6506014040	4	
6506021483	4	
6506034516	78	
6506050844	4	
6506052107	13	
6506053343	79	
6506058585	4	
6506060027	80	
6506066447	4	
6506068228	81	
6506069414	4	
6506071175	4	
6506072892	4	
6506074247	82	
6506074318	83	
6506074528	84	
6506074827	4	
6506077170	85	
6506084848	4	
6506086291	86	
6506088308	4	
6506099063	87	
6506100619	88	
6506100642	4	
6506100899	4	
6506102795	4	
6506103191	29	
6506103503	4	
6506105129	4	
6506105375	4	
6506106470	89	
6506107859	4	
6506113593	4	
6506117013	90	
6506118504	91	
6506121712	4	
6506127286	92	
6506133908	93	
6506135462	94	
6506136015	24	
6506141460	95	
6506143593	96	
6506145189	4	
6506147484	97	
6506151762	98	
6506155026	4	
6506155793	4	
6506157279	99	
6506163304	4	
6506163541	4	
6506163992	4	
6506167064	96	
6506167782	100	
6506173895	4	
6506174282	101	
6506183486	17	
6506189458	4	
6506191220	102	
6506195065	103	
6506196110	104	
6506198661	4	
6506205331	4	
6506208305	105	
6506208964	106	
6506209159	107	
6506213952	4	
6506215180	4	
6506222757	108	
6506223419	16	
6506228838	4	
6506246488	4	
6506248766	109	
6506252170	110	
6506262352	4	
6506263511	4	
6506276800	111	
6506281994	4	
6506282876	4	
6506284015	112	
6506284157	4	
6506286291	4	
6506286370	113	
6506298962	4	
6506299391	114	
6506304516	29	
6506308480	4	
6506313410	4	
6506315232	4	
6506316447	115	
6506318130	4	
6506320307	4	
6506323532	4	
6506324121	4	
6506327150	12	
6506327748	116	
6506328509	117	
6506338266	118	
6506340186	4	
6506340412	119	
6506341671	4	
6506344941	120	
6506349965	24	
6506360594	121	
6506362481	122	
6506363237	4	
6506372337	4	
6506374764	4	
6506375639	4	
6506377580	4	
6506389007	4	
6506407512	4	
6506409773	4	
6506414173	4	
6506416074	4	
6506416489	80	
6506419381	4	
6506421657	123	
6506428540	4	
6506433901	4	
6506435909	124	
6506440234	4	
6506440960	4	
6506453636	4	
6506454279	125	
6506454968	4	
6506455722	4	
6506463840	87	
6506464894	4	
6506470686	4	
6506473205	4	
6506474057	126	
6506474701	4	
6506487961	4	
6506488546	127	
6506488579	4	
6506489967	4	
6506495102	4	
6506495777	4	
6506499105	128	
6506501949	94	
6506508041	4	
6506512035	4	
6506512790	4	
6506518018	102	
6506518111	129	
6506520964	130	
6506521039	33	
6506523826	131	
6506527348	4	
6506530312	26	
6506537200	65	
6506538197	4	
6506543958	4	
6506545256	4	
6506549193	132	
6506551014	4	
6506552420	4	
6506554517	29	
6506554994	4	
6506556020	133	
6506561394	4	
6506562063	4	
6506564551	4	
6506564850	4	
6506565778	4	
6506574393	134	
6506575466	135	
6506596190	22	
6506603720	136	
6506606930	4	
6506609174	4	
6506612573	4	
6506615551	4	
6506623315	4	
6506629249	62	
6506630793	4	
6506631568	137	
6506633052	138	
6506634541	139	
6506642636	4	
6506642988	140	
6506643110	4	
6506647946	141	
6506650435	142	
6506655894	4	
6506657364	143	
6506658915	4	
6506659826	144	
6506663999	145	
6506665174	4	
6506665385	146	
6506668177	147	
6506671846	4	
6506673867	4	
6506674023	4	
6506688700	4	
6506689296	4	
6506693405	4	
6506695149	148	
6506696561	4	
6506701241	4	
6506703497	149	
6506703841	4	
6506715690	4	
6506725146	4	
6506726987	61	
6506734402	109	
6506743630	4	
6506751141	4	
6506756300	4	
6506756876	150	
6506757682	4	
6506762117	4	
6506767552	29	
6506767815	151	
6506769705	86	
6506773320	33	
6506775027	4	
6506776654	4	
6506788091	4	
6506798543	152	
6506807636	4	
6506809884	4	
6506813265	4	
6506813546	4	
6506813881	4	
6506817567	4	
6506818028	4	
6506821368	4	
6506823162	4	
6506827372	4	
6506827950	4	
6506847519	153	
6506854680	29	
6506863931	154	
6506864068	4	
6506870338	140	
6506871001	4	
6506874194	4	
6506883599	4	
6506885709	4	
6506887447	155	
6506890854	4	
6506895187	33	
6506895686	4	
6506896474	4	
6506896659	4	
6506899505	156	
6506899883	4	
6506905127	29	
6506905296	4	
6506906569	157	
6506907014	72	
6506908019	4	
6506908608	44	
6506910354	158	
6506914936	4	
6506915382	121	
6506917384	159	
6506921124	160	
6506923717	161	
6506924390	144	
6506926786	162	
6506930902	4	
6506932562	4	
6506938962	30	
6506940215	4	
6506940452	4	
6506942101	163	
6506942631	164	
6506944028	4	
6506948264	159	
6506949007	4	
6506949887	4	
6506950552	165	
6506950554	4	
6506950566	4	
6506962992	166	
6506967963	167	
6506970664	4	
6506974112	4	
6506975056	4	
6506976122	4	
6506985506	4	
6506989162	168	
6506989200	4	
6506991763	169	
6506992299	4	
6506995370	160	
6506997214	4	
6507001212	170	
6507002305	4	
6507008244	4	
6507010758	171	
6507012868	4	
6507016524	97	
6507023707	4	
6507026365	4	
6507028907	4	
6507033934	172	
6507034370	4	
6507034376	4	
6507036981	4	
6507040406	173	
6507047547	174	
6507052860	175	
6507054001	176	
6507060642	4	
6507065765	4	
6507067619	177	
6507068863	178	
6507068994	4	
6507069220	53	
6507076098	4	
6507080550	179	
6507081538	4	
6507083209	4	
6507084580	4	
6507092470	111	
6507095080	4	
6507096237	180	
6507098042	4	
6507107223	4	
6507108245	181	
6507111117	4	
6507113691	182	
6507114497	183	
6507114765	4	
6507115358	184	
6507115580	185	
6507119767	4	
6507120239	4	
6507120647	4	
6507121536	186	
6507129845	4	
6507130426	33	
6507131030	4	
6507132099	4	
6507133551	4	
6507137549	4	
6507138458	4	
6507145964	187	
6507147000	188	
6507149504	189	
6507156522	156	
6507158494	4	
6507158722	4	
6507170831	12	
6507174681	190	
6507175377	191	
6507181997	4	
6507191469	4	
6507198136	4	
6507202388	4	
6507210517	4	
6507213177	4	
6507215220	192	
6507217069	4	
6507218665	193	
6507221067	194	
6507226789	4	
6507230333	195	
6507232286	164	
6507235843	4	
6507238466	4	
6507244760	196	
6507252330	197	
6507256444	4	
6507265627	4	
6507272117	89	
6507272137	4	
6507273488	198	
6507281983	199	
6507285572	4	
6507287456	200	
6507293363	4	
6507296424	4	
6507300545	4	
6507300619	33	
6507301689	4	
6507302807	4	
6507311451	201	
6507312901	202	
6507313229	4	
6507316659	203	
6507316702	4	
6507319250	4	
6507320427	4	
6507322876	110	
6507324554	204	
6507324905	4	
6507327527	75	
6507330976	4	
6507339722	4	
6507342040	205	
6507347930	4	
6507348071	206	
6507355248	4	
6507359889	207	
6507361296	4	
6507364688	4	
6507365295	208	
6507366268	4	
6507367088	126	
6507368279	4	
6507373460	4	
6507374922	4	
6507377130	4	
6507381311	4	
6507381837	209	
6507398934	4	
6507400011	4	
6507405220	210	
6507416201	4	
6507417109	211	
6507420792	148	
6507423626	4	
6507425927	212	
6507434170	213	
6507435644	4	
6507438290	4	
6507447600	214	
6507447769	4	
6507448840	4	
6507455750	4	
6507460502	172	
6507463439	215	
6507477434	4	
6507478526	4	
6507478836	4	
6507481442	4	
6507490301	216	
6507490555	217	
6507491294	4	
6507493700	218	
6507494368	4	
6507497537	219	
6507497620	220	
6507498924	4	
6507501562	4	
6507502031	177	
6507511669	4	
6507517275	221	
6507518180	222	
6507520019	4	
6507526401	15	
6507532242	11	
6507534715	197	
6507536216	223	
6507540868	4	
6507549292	4	
6507555026	4	
6507563230	29	
6507564390	224	
6507566092	4	
6507572524	12	
6507574614	225	
6507575956	64	
6507576217	4	
6507576709	4	
6507578372	226	
6507589396	227	
6507590452	228	
6507592886	4	
6507598543	229	
6507599014	4	
6507610253	4	
6507614454	4	
6507615850	145	
6507617603	4	
6507618833	4	
6507620306	230	
6507620905	231	
6507626520	4	
6507630022	4	
6507634662	4	
6507637287	4	
6507638925	232	
6507642968	4	
6507647010	233	
6507657314	234	
6507658992	235	
6507660159	236	
6507663238	237	
6507663930	212	
6507669111	4	
6507676680	238	
6507680187	4	
6507689243	239	
6507691532	54	
6507693463	4	
6507694525	172	
6507699318	240	
6507710618	241	
6507711304	4	
6507714915	195	
6507717638	4	
6507717783	4	
6507719666	4	
6507729648	4	
6507735778	242	
6507738596	243	
6507743301	4	
6507747692	244	
6507749499	242	
6507751971	4	
6507753317	4	
6507755121	245	
6507763325	4	
6507764437	114	
6507770379	4	
6507774246	246	
6507774333	4	
6507778503	33	
6507779320	4	
6507782083	4	
6507782507	4	
6507785930	247	
6507788289	203	
6507791265	248	
6507791479	230	
6507796144	4	
6507799752	4	
6507801571	5	
6507803777	4	
6507804922	96	
6507810456	4	
6507814785	4	
6507815570	4	
6507816523	111	
6507818704	162	
6507818952	249	
6507821628	250	
6507831130	4	
6507835735	4	
6507840981	4	
6507843130	4	
6507844155	4	
6507844541	151	
6507844852	4	
6507845669	4	
6507847613	4	
6507847707	4	
6507851267	4	
6507851416	251	
6507852916	4	
6507853173	4	
6507856228	33	
6507859678	4	
6507860668	121	
6507862458	157	
6507863573	141	
6507863817	252	
6507864030	185	
6507864564	253	
6507865003	4	
6507867585	204	
6507868770	4	
6507869221	207	
6507871134	4	
6507877621	254	
6507883210	255	
6507895493	256	
6507910269	257	
6507910297	4	
6507910535	33	
6507911697	258	
6507922816	4	
6507924668	4	
6507932035	259	
6507935306	260	
6507944163	4	
6507946357	216	
6507948874	261	
6507949246	4	
6507949640	262	
6507951644	4	
6507952638	33	
6507953092	166	
6507967282	162	
6507968557	4	
6507970133	115	
6507978307	4	
6507979138	4	
6507980059	263	
6507980929	29	
6507990908	152	
6507999692	4	
6508004613	264	
6508011124	4	
6508019100	265	
6508025208	4	
6508027459	4	
6508027844	4	
6508031346	4	
6508041227	4	
6508041363	261	
6508043216	32	
6508045729	4	
6508052401	73	
6508053507	4	
6508059558	4	
6508069538	4	
6508078277	172	
6508079779	4	
6508080869	266	
6508080993	267	
6508091805	4	
6508093693	268	
6508094746	269	
6508099340	4	
6508104393	4	
6508109994	270	
6508110291	4	
6508113193	4	
6508114586	271	
6508115253	142	
6508115630	272	
6508119363	273	
6508122159	274	
6508122652	275	
6508130395	4	
6508131435	4	
6508134375	24	
6508138607	276	
6508146317	200	
6508148794	29	
6508149247	277	
6508150048	4	
6508156438	4	
6508163235	222	
6508167343	4	
6508168101	278	
6508172100	279	
6508175351	280	
6508177479	4	
6508177893	281	
6508180081	4	
6508186382	282	
6508190474	4	
6508193599	4	
6508199485	4	
6508199616	283	
6508202659	4	
6508209327	284	
6508210986	285	
6508222839	286	
6508224050	4	
6508226197	4	
6508228723	280	
6508230451	4	
6508233683	4	
6508238876	4	
6508239836	4	
6508243395	4	
6508245288	287	
6508246211	288	
6508248465	289	
6508252261	290	
6508259026	4	
6508261961	291	
6508266917	4	
6508269797	68	
6508278491	4	
6508280228	29	
6508280725	4	
6508290858	4	
6508291689	4	
6508292523	4	
6508292611	27	
6508294897	4	
6508297885	292	
6508298408	232	
6508300103	4	
6508304412	94	
6508307476	4	
6508310695	293	
6508311040	4	
6508312098	4	
6508313112	294	
6508315271	154	
6508324502	4	
6508325129	4	
6508329062	295	
6508330435	296	
6508330686	4	
6508331373	297	
6508337611	4	
6508342154	298	
6508342532	4	
6508349908	4	
6508353146	4	
6508353264	4	
6508361997	299	
6508363415	254	
6508366492	4	
6508367636	65	
6508367788	4	
6508382067	4	
6508383002	4	
6508383439	300	
6508388622	4	
6601907485	301	
6601909391	302	
6601909803	303	
6601910480	19	
6601911025	304	
6601912673	4	
6601920133	4	
6601921039	4	
6601923149	4	
6601923162	305	
6601930108	306	
6601935223	307	
6601938545	168	
6601938553	308	
6601940153	309	
6601944560	268	
6601951251	310	
6601952187	4	
6601953294	4	
6601954380	148	
6601954485	4	
6601954951	311	
6601955823	236	
6601960814	4	
6601961763	4	
6601962256	4	
6601962353	4	
6601964701	4	
6601965043	312	
6601965525	313	
6601966857	4	
6601969686	4	
6601969737	314	
6601973476	315	
6601974372	316	
6601975297	4	
6601975444	4	
6601975997	4	
6601977537	4	
6601981263	4	
6601981787	183	
6601982116	4	
6601983407	317	
6601983575	139	
6601985561	4	
6601986496	318	
6601988852	4	
6601990932	4	
6601991186	142	
6601991546	204	
6601992679	319	
6601993517	4	
6601993784	218	
6601998042	320	
6601999319	4	
6601999522	4	
6601999548	321	
6601999581	4	
6602000116	196	
6602000148	4	
6602000389	29	
6602000606	4	
6602001213	322	
6602001447	4	
6602002309	4	
6602002401	4	
6602003667	4	
6602070791	4	
6602072120	323	
6602072713	4	
6602072782	96	
6602072928	64	
6602073232	324	
6602074617	19	
6602078756	4	
6602080078	325	
6602081716	4	
6602083362	4	
6602084546	4	
6602085446	4	
6602085642	326	
6602085647	327	
6602085939	4	
6602087001	277	
6602087488	4	
6602088859	126	
6602092511	328	
6602098191	4	
6602099794	258	
6602101141	4	
6602104822	4	
6602104918	4	
6602109087	329	
6602109477	4	
6602114052	330	
6602115251	4	
6602115356	331	
6602115886	4	
6602117168	332	
6602119049	27	
6602119231	333	
6602122815	4	
6602122912	258	
6602123712	4	
6602124144	239	
6602128050	90	
6602129643	4	
6602129709	4	
6602130293	4	
6602132062	4	
6602132378	4	
6602137651	4	
6602141125	4	
6602141292	334	
6602142346	335	
6602142383	4	
6602142545	4	
6602143209	4	
6602145829	226	
6602147778	4	
6602148554	4	
6602150251	4	
6602150531	4	
6602150869	4	
6602152059	4	
6602153121	4	
6602153468	4	
6602154433	319	
6602154772	4	
6602155338	4	
6602155654	4	
6602156411	266	
6602156761	4	
6602157663	270	
6602158172	336	
6602158416	4	
6602158506	4	
6602158895	4	
6602160096	4	
6602160938	4	
6602163411	131	
6602163722	4	
6602165152	4	
6602166936	4	
6602167754	337	
6602167870	4	
6602174937	4	
6602175722	4	
6602178535	4	
6602181083	245	
6602182653	4	
6602183425	338	
6602185425	4	
6602186163	4	
6602189879	198	
6602190037	4	
6602191105	4	
6602193431	339	
6602193759	4	
6602196263	4	
6602198869	340	
6602199264	4	
6602206119	4	
6602206216	341	
6602206913	191	
6602208675	277	
6602208778	4	
6602209439	4	
6602210038	4	
6602211603	4	
6602211768	4	
6602214077	48	
6602214665	4	
6602216366	342	
6602218159	343	
6602218327	4	
6602219265	4	
6602220029	344	
6602221051	4	
6602221709	345	
6602222170	307	
6602222626	227	
6602223518	1	
6602224414	139	
6602225248	4	
6602228802	220	
6602230689	248	
6602230775	346	
6602231419	347	
6602233357	4	
6602235871	4	
6602237727	4	
6602238660	4	
6602238723	4	
6602239518	348	
6602244693	349	
6602245784	283	
6602246604	4	
6602246917	215	
6602250258	64	
6602250743	4	
6602250990	10	
6602251405	4	
6602253696	4	
6602257094	350	
6602257109	351	
6602258948	352	
6602261878	4	
6602262795	353	
6602262951	4	
6602262963	4	
6602263316	354	
6602264567	238	
6602267994	24	
6602272097	107	
6602273275	4	
6602274551	293	
6602275620	4	
6602276286	24	
6602276854	4	
6602279067	355	
6602279552	4	
6602279848	4	
6602279976	356	
6602280299	122	
6602280753	357	
6602282943	4	
6602285072	4	
6602286251	4	
6602289896	4	
6602291996	4	
6602294508	4	
6602295247	358	
6602295426	4	
6602297051	359	
6602299834	200	
6602303640	4	
6602303735	310	
6602303754	4	
6602304198	4	
6602305257	4	
6602305305	210	
6602305334	132	
6602307552	4	
6602311958	4	
6602312028	4	
6602312423	4	
6602314335	4	
6602317116	4	
6602317244	4	
6602318507	360	
6602320119	4	
6602321211	29	
6602321851	361	
6602322314	4	
6602322822	362	
6602324457	4	
6602326417	363	
6602327936	364	
6602328173	365	
6602328369	366	
6602329328	280	
6602332270	11	
6602332844	4	
6602333463	4	
6602334338	144	
6602334968	367	
6602335433	368	
6602336675	4	
6602338845	4	
6602341516	4	
6602341899	135	
6602343345	369	
6602345393	4	
6602348797	4	
6602349597	4	
6602353088	4	
6602353486	370	
6602356526	371	
6602357719	4	
6602359448	184	
6602359586	372	
6602361770	182	
6602361981	373	
6602362262	4	
6602362695	374	
6602362933	348	
